University,Degree Program,Year,Course Name,Skills
ICBT,Software Engineering,4,Enterprise Security Management,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS, Enterprise Architecture, Service-Oriented Architecture, Business Integration, ESB"
ICBT,Software Engineering,4,Crypto Ventures,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
ICBT,Software Engineering,4,Digital Business,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Boolean Algebra, Logic Gates, Sequential Circuits, Combinational Circuits, VHDL"
ICBT,Software Engineering,4,Data Mining,"Association Rules, Classification, Clustering, Pattern Recognition, Weka, Anomaly Detection"
ICBT,Software Engineering,4,Cloud Computing,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Data Science,1,Fundamentals of Data Science,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Data Science,1,Probability and Statistics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Data Science,1,Calculus I,"Differentiation, Integration, Multivariable Calculus, Optimization"
KDU,Data Science,1,Fundamentals of Programming,"Programming, Debugging, Variables, Control Structures, Functions"
KDU,Data Science,1,Programming Laboratory,"Programming, Problem Solving, Code Design, Algorithm Implementation"
KDU,Data Science,1,Fundamentals of Databases,"SQL, Database Design, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
KDU,Data Science,1,Principles of Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
KDU,Data Science,1,Introduction to Communication Skills,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
KDU,Data Science,1,Discrete Mathematics for Data Science,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis, Set Theory, Logic, Combinatorics, Graph Theory Basics, Discrete Structures"
KDU,Data Science,1,Linear Algebra I,"Matrix Operations, Linear Transformations, Eigenvalues, Vector Spaces, NumPy for Linear Algebra"
KDU,Data Science,1,Statistical Inference,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Data Science,1,Object Oriented Programming,"Design Patterns, OOP Design, Inheritance, Polymorphism, Encapsulation"
KDU,Data Science,1,Applied Statistical Computing,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Data Science,1,Business Economics,"Cost-Benefit Analysis, Economic Modeling, Financial Accounting, Budget Management"
KDU,Data Science,1,Fundamentals of Business Communication,"Network Protocols, Network Design, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
KDU,Data Science,1,Military Studies,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Data Science,2,Calculus II,"Differentiation, Integration, Multivariable Calculus, Optimization"
KDU,Data Science,2,Linear Algebra II,"Matrix Operations, Linear Transformations, Eigenvalues, Vector Spaces, NumPy for Linear Algebra"
KDU,Data Science,2,Regression Analysis,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Data Science,2,Data Structures and Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
KDU,Data Science,2, Programming for Data Science,"Programming, Problem Solving, Data Analysis, Code Design, Algorithm Implementation, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Data Science,2,Accounting and Finance,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Data Science,2,Advanced Communication Skills,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
KDU,Data Science,2,Essentials of Artificial Intelligence,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
KDU,Data Science,2,Data Mining and Data Warehousing,"Association Rules, Classification, Clustering, Pattern Recognition, Weka, Anomaly Detection"
KDU,Data Science,2,Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
KDU,Data Science,2,Cost & Management Accounting,"Team Management, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
KDU,Data Science,2,Business Intelligence and  Analytics,"Data Analysis, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Data Science,2,Conversation Analysis,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Data Science,3,Advanced Database Management Systems,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Query Optimization, Indexing, Transaction Management, NoSQL, Database Tuning"
KDU,Data Science,3,Machine Learning,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
KDU,Data Science,3,Multivariate Data Analysis,"Statistical Modeling, data reduction, and pattern recognition"
KDU,Data Science,3,Computer Networks,"Network Protocols, Network Design, TCP/IP, Routing, Switching, Wireshark"
KDU,Data Science,3,Research Methodology,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Data Science,3,Bayesian Data Analysis,"Bayesian inference, using Markov Chain Monte Carlo (MCMC) methods, designing hierarchical models"
KDU,Data Science,3,Operations  Research,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Data Science,3,Group Project in Applied Data Analytics (carried out throughout sem5 and sem 6),"Data Analysis, Git, Documentation, Statistical Methods, Data Interpretation, Exploratory Data Analysis, Project Planning, Team Collaboration, Presentation Skills"
KDU,Data Science,3,Big Data Analytics,"Hadoop, Spark, Scala, MapReduce, Hive, Distributed Computing"
KDU,Data Science,3,Time Series Analysis,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Data Science,3,Operation Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
KDU,Data Science,3,Cloud Computing,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Data Science,3,Cyber Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
KDU,Data Science,3,Deep Learning,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Data Science,4,Image Processing and Computer Vision,"OpenCV, Image Filtering, Edge Detection, Object Detection, Feature Extraction, Image Segmentation"
KDU,Data Science,4,Data Management and Governance,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
KDU,Data Science,4,Project Management for Data Science,"Data Analysis, Git, Documentation, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Statistical Methods, Data Interpretation, Exploratory Data Analysis, Project Planning, Team Collaboration, Presentation Skills"
KDU,Data Science,4,Natural Language Processing,"Communication, Presentation Skills, Professional Writing"
KDU,Data Science,4,Semantic Web and Ontology,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
KDU,Data Science,4,Spatial Data Analysis,"GIS Software, Programming, Spatial Database Management"
KDU,Data Science,4,Emerging Trends in Data Science,"Data Analysis, Innovation, Statistical Methods, Data Interpretation, Exploratory Data Analysis, Technology Trends, Emerging Technologies, Tech Research"
KDU,Data Science,4,Parrallel Computing,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Data Science,4,Information Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
KDU,Data Science,4,Strategic Business Analysis,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
KDU,Data Science,4,Individual Research Project * (carried throughout sem7 and sem8),"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Data Science,4,Industrial Training,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
KDU,Software Engineering,1,Fundamentals of Programming,"Programming, Debugging, Variables, Control Structures, Functions"
KDU,Software Engineering,1,Programming Laboratory,"Programming, Problem Solving, Code Design, Algorithm Implementation"
KDU,Software Engineering,1,Foundation of Computer Science,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Software Engineering,1,Computer Systems Architecture,"Instruction Set Architecture, Pipelining, Cache Memory, CPU Design, Performance Metrics"
KDU,Software Engineering,1,Fundamentals of Databases,"SQL, Database Design, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
KDU,Software Engineering,1,Software Development Methodologies,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
KDU,Software Engineering,1,Probability and Statistics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Software Engineering,1,Mathematics for Computing,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
KDU,Software Engineering,1,English: Basic Study Skills for CS/SE/CE,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Software Engineering,1,Leadership Training,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
KDU,Software Engineering,1,Web Development,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
KDU,Software Engineering,1,Object Oriented Programming,"Design Patterns, OOP Design, Inheritance, Polymorphism, Encapsulation"
KDU,Software Engineering,1,Computer Networks,"Network Protocols, Network Design, TCP/IP, Routing, Switching, Wireshark"
KDU,Software Engineering,1,Creative Media Tools,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Software Engineering,1,Software Analysis and Modelling,"Software Design, Data Modeling, Database Design, UML, Requirements Analysis"
KDU,Software Engineering,1,Discrete Mathematics,"Set Theory, Logic, Combinatorics, Graph Theory Basics, Discrete Structures"
KDU,Software Engineering,1,Collaborative Hardware Project,"Git, Documentation, Project Planning, Team Collaboration, Presentation Skills"
KDU,Software Engineering,2,Operating Systems,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
KDU,Software Engineering,2,Data Structures and Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
KDU,Software Engineering,2,Advanced Object Oriented Programming,"Design Patterns, OOP Design, Inheritance, Polymorphism, Encapsulation"
KDU,Software Engineering,2,Advanced Computer Networks and Wireless Communication,"Communication, WiFi Standards, Wireless Protocols, RF Engineering, Mobile Networks, 5G Technology, Presentation Skills, Professional Writing"
KDU,Software Engineering,2,Advanced Web Development,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
KDU,Software Engineering,2,Group Project in Software Development (Final evaluation at Semester 4),"Software Design, Code Review, Documentation, Git, SDLC, Requirements Engineering, Project Planning, Team Collaboration, Presentation Skills"
KDU,Software Engineering,2,Requirement Engineering,"UI/UX Design, Usability Testing, Prototyping, User Research, Interaction Design, Figma"
KDU,Software Engineering,2,Statistical Distributions and Inference,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Software Engineering,2,Calculus,"Differentiation, Integration, Multivariable Calculus, Optimization"
KDU,Software Engineering,2,Principles of Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
KDU,Software Engineering,2,Writing and Speaking Skills,"Communication, Presentation Skills, Professional Writing"
KDU,Software Engineering,2,Advanced-Data Structures and Algorithms,"Graph Algorithms, Dynamic Programming, Greedy Algorithms, Advanced Trees, Algorithm Optimization"
KDU,Software Engineering,2,Artificial Intelligence,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
KDU,Software Engineering,2,Group Project in Software Development,"Software Design, Code Review, Documentation, Git, SDLC, Requirements Engineering, Project Planning, Team Collaboration, Presentation Skills"
KDU,Software Engineering,2,Software Project Management,"Git, Documentation, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Project Planning, Team Collaboration, Presentation Skills"
KDU,Software Engineering,3,Research Methodology,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Software Engineering,3,Mobile Computing,"Kotlin, Swift, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
KDU,Software Engineering,3,Computer and Network Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
KDU,Software Engineering,3,Bioinformatics,"Sequence Alignment, Genomics, BioPython, Phylogenetics, Protein Structure, Biological Databases"
KDU,Software Engineering,3,UX and UI Engineering,"UI/UX Design, Usability Testing, Prototyping, User Research, Interaction Design, Figma"
KDU,Software Engineering,3,Advanced Databases Techniques,"Query Optimization, Indexing, Transaction Management, NoSQL, Database Tuning"
KDU,Software Engineering,3,Digital Image Processing,"OpenCV, Image Filtering, Edge Detection, Object Detection, Feature Extraction, Image Segmentation, Boolean Algebra, Logic Gates, Sequential Circuits, Combinational Circuits, VHDL"
KDU,Software Engineering,3,Expert Systems and Logic Programming,"Prolog, Logic Programming, Declarative Programming, Constraint Solving"
KDU,Software Engineering,3,Cloud Computing,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Software Engineering,3,Data Mining and Business Intelligence,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Association Rules, Classification, Clustering, Pattern Recognition, Weka, Anomaly Detection"
KDU,Software Engineering,3,Big Data Analytics,"Hadoop, Spark, Scala, MapReduce, Hive, Distributed Computing"
KDU,Software Engineering,3,Software Construction Technologies and Tools,"Programming, Version Control, Automated Testing"
KDU,Software Engineering,3,Engineering Economics for Software,"Cost-Benefit Analysis, Economic Modeling, Financial Accounting, Budget Management"
KDU,Software Engineering,3,Computer Graphics and Visualization,"3D Modeling, OpenGL, Rendering, Shaders, Computer Graphics, Ray Tracing"
KDU,Software Engineering,3,Complex Systems and Agent Technology,"Simulation, Multi-Agent Systems, Complex Systems Modeling, Emergent Behavior"
KDU,Software Engineering,3,Information Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
KDU,Software Engineering,3,Natural Language Processing,"Communication, Presentation Skills, Professional Writing"
KDU,Software Engineering,3,Machine Learning,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
KDU,Software Engineering,3,Distributed Systems,"Distributed Algorithms, Consensus Protocols, CAP Theorem, Distributed Databases, RPC"
KDU,Software Engineering,3,Advanced Mobile Computing,"Kotlin, Swift, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
KDU,Software Engineering,3,Independent Research Study,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Software Engineering,3,Statistical Tools for Computing,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Software Engineering,4,Emerging Trends in Computing,"Innovation, Technology Trends, Emerging Technologies, Tech Research"
KDU,Software Engineering,4,Theory of Programming Languages,"Programming, Problem Solving, Communication, Code Design, Algorithm Implementation, Presentation Skills, Professional Writing"
KDU,Software Engineering,4,Artificial Cognitive Systems,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Software Engineering,4,Semantic Web and Ontology,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
KDU,Software Engineering,4,High-Performance Computing,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Software Engineering,4,Social Aspects and Professional Practices,"Communication, Technical Writing, Teamwork, Professional Conduct"
KDU,Software Engineering,4,Digital Forensics,"Digital Forensics, Incident Response, Boolean Algebra, Logic Gates, Sequential Circuits, Combinational Circuits, VHDL, Evidence Collection, Forensic Tools, Chain of Custody"
KDU,Software Engineering,4,Deep Learning,"Neural Networks, Tensorflow, Pytorch"
KDU,Software Engineering,4,Interactive Media and Game Development,"C#, Game Design, Unity, Unreal Engine, Game Physics, Game AI, 3D Graphics"
KDU,Software Engineering,4,Deployment Engineering,"DevOps, CI/CD, Docker, APITesting"
KDU,Software Engineering,4,Individual Research Project (Final Evaluation at Semester 8),"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Software Engineering,4,Software Quality Assurance,"Testing, JUnit, Programming, Python, API testing (Postman), SQL/database querying, and CI/CD pipeline integration"
KDU,Software Engineering,4,Entrepreneurship and Business Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
KDU,Software Engineering,4,Individual Research Project (Conducted through Semester 7 and 8),"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Software Engineering,4,Industrial Training,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
KDU,Computer Science,1,Fundamentals of Programming,"Programming, Debugging, Variables, Control Structures, Functions"
KDU,Computer Science,1,Programming Laboratory,"Programming, Problem Solving, Code Design, Algorithm Implementation"
KDU,Computer Science,1,Foundation of Computer Science,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,1,Computer Systems Architecture,"Instruction Set Architecture, Pipelining, Cache Memory, CPU Design, Performance Metrics"
KDU,Computer Science,1,Fundamentals of Databases,"SQL, Database Design, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
KDU,Computer Science,1,Software Development Methodologies,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
KDU,Computer Science,1,Probability and Statistics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Computer Science,1,Mathematics for Computing,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
KDU,Computer Science,1,Collaborative Hardware Project (Final Evaluation at Semester 2),"Git, Documentation, Project Planning, Team Collaboration, Presentation Skills"
KDU,Computer Science,1,English: Basic Study Skills for CS/SE/CE,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,1,Leadership Training,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
KDU,Computer Science,1,Military Studies I,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,1,Web Development,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
KDU,Computer Science,1,Object Oriented Programming,"Design Patterns, OOP Design, Inheritance, Polymorphism, Encapsulation"
KDU,Computer Science,1,Computer Networks,"Network Protocols, Network Design, TCP/IP, Routing, Switching, Wireshark"
KDU,Computer Science,1,Creative Media Tools,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,1,Software Analysis and Modelling,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,1,Discrete Mathematics,"Set Theory, Logic, Combinatorics, Graph Theory Basics, Discrete Structures"
KDU,Computer Science,1,Fundamentals of Electronics,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,1,Collaborative Hardware Project,"Git, Documentation, Project Planning, Team Collaboration, Presentation Skills"
KDU,Computer Science,2,Operating Systems,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
KDU,Computer Science,2,Data Structures and Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
KDU,Computer Science,2,Advanced Object Oriented Programming,"Design Patterns, OOP Design, Inheritance, Polymorphism, Encapsulation"
KDU,Computer Science,2,Advanced Computer Networks and Wireless Communication,"Communication, WiFi Standards, Wireless Protocols, RF Engineering, Mobile Networks, 5G Technology, Presentation Skills, Professional Writing"
KDU,Computer Science,2,Advanced Web Development,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
KDU,Computer Science,2,Group Project in Software Development (Final evaluation at Semester 4),"Software Design, Code Review, Documentation, Git, SDLC, Requirements Engineering, Project Planning, Team Collaboration, Presentation Skills"
KDU,Computer Science,2,Requirement Engineering,"UI/UX Design, Usability Testing, Prototyping, User Research, Interaction Design, Figma"
KDU,Computer Science,2,Statistical Distributions and Inference,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Computer Science,2,Calculus,"Differentiation, Integration, Multivariable Calculus, Optimization"
KDU,Computer Science,2,Principles of Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
KDU,Computer Science,2,Writing and Speaking Skills,"Communication, Presentation Skills, Professional Writing"
KDU,Computer Science,2,Advanced-Data Structures and Algorithms,"Graph Algorithms, Dynamic Programming, Greedy Algorithms, Advanced Trees, Algorithm Optimization"
KDU,Computer Science,2,Artificial Intelligence,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
KDU,Computer Science,2,Group Project in Software Development,"Software Design, Code Review, Documentation, Git, SDLC, Requirements Engineering, Project Planning, Team Collaboration, Presentation Skills"
KDU,Computer Science,2,Software Project Management,"Git, Documentation, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Project Planning, Team Collaboration, Presentation Skills"
KDU,Computer Science,2,Software Architecture,"Design Patterns, MVC), architectural styles (Microservices, Event-Driven), cloud/infrastructure knowledge, system modeling (UML)"
KDU,Computer Science,2,Research Writing Skills,"Research Methodologies, Data Collection, Communication, Literature Review, Academic Writing, LaTeX, Presentation Skills, Professional Writing"
KDU,Computer Science,2,Military Studies IV,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,3,Essentials of Computer Law,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,3,Research Methodology,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Computer Science,3,Mobile Computing,"Kotlin, Swift, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
KDU,Computer Science,3,Computer and Network Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
KDU,Computer Science,3,Bioinformatics,"Sequence Alignment, Genomics, BioPython, Phylogenetics, Protein Structure, Biological Databases"
KDU,Computer Science,3,UX and UI Engineering,"UI/UX Design, Usability Testing, Prototyping, User Research, Interaction Design, Figma"
KDU,Computer Science,3,Advanced Databases Techniques,"Query Optimization, Indexing, Transaction Management, NoSQL, Database Tuning"
KDU,Computer Science,3,Distributed Computing,"Distributed Algorithms, Consensus Protocols, CAP Theorem, Distributed Databases, RPC"
KDU,Computer Science,3,Digital Image Processing,"OpenCV, Image Filtering, Edge Detection, Object Detection, Feature Extraction, Image Segmentation, Boolean Algebra, Logic Gates, Sequential Circuits, Combinational Circuits, VHDL"
KDU,Computer Science,3,Expert Systems and Logic Programming,"Prolog, Logic Programming, Declarative Programming, Constraint Solving"
KDU,Computer Science,3,Cloud Computing,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,3,Data Mining and Business Intelligence,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Association Rules, Classification, Clustering, Pattern Recognition, Weka, Anomaly Detection"
KDU,Computer Science,3,Big Data Analytics,"Hadoop, Spark, Scala, MapReduce, Hive, Distributed Computing"
KDU,Computer Science,3,Enterprise System Administration,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,3,Computer Graphics and Visualization,"3D Modeling, OpenGL, Rendering, Shaders, Computer Graphics, Ray Tracing"
KDU,Computer Science,3,Automata Theory,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,3,Complex Systems and Agent Technology,"Simulation, Multi-Agent Systems, Complex Systems Modeling, Emergent Behavior"
KDU,Computer Science,3,Information Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
KDU,Computer Science,3,Modelling and Simulation,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,3,Nature Inspired Computing,"Genetic Algorithms, Particle Swarm Optimization, Ant Colony Optimization, Evolutionary Computation"
KDU,Computer Science,3,Internet of Things,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
KDU,Computer Science,3,Natural Language Processing,"Communication, Presentation Skills, Professional Writing"
KDU,Computer Science,3,Machine Learning,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
KDU,Computer Science,3,Distributed Systems,"Distributed Algorithms, Consensus Protocols, CAP Theorem, Distributed Databases, RPC"
KDU,Computer Science,3,Advanced Mobile Computing,"Kotlin, Swift, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
KDU,Computer Science,3,Independent Research Study,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Computer Science,3,Operational Research,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Computer Science,3,Statistical Tools for Computing,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
KDU,Computer Science,3,Microcontrollers and Embedded Systems,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
KDU,Computer Science,4,Emerging Trends in Computing,"Innovation, Technology Trends, Emerging Technologies, Tech Research"
KDU,Computer Science,4,Theory of Programming Languages,"Programming, Problem Solving, Communication, Code Design, Algorithm Implementation, Presentation Skills, Professional Writing"
KDU,Computer Science,4,Artificial Cognitive Systems,"AI programming, robotics, and system modeling"
KDU,Computer Science,4,Semantic Web and Ontology,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
KDU,Computer Science,4,Computer Music,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,4,High-Performance Computing,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,4,Social Aspects and Professional Practices,"Communication, Technical Writing, Teamwork, Professional Conduct"
KDU,Computer Science,4,Digital Forensics,"Digital Forensics, Incident Response, Boolean Algebra, Logic Gates, Sequential Circuits, Combinational Circuits, VHDL, Evidence Collection, Forensic Tools, Chain of Custody"
KDU,Computer Science,4,Cyber Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
KDU,Computer Science,4,Deep Learning,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,4,Location Based Services,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
KDU,Computer Science,4,Interactive Media and Game Development,"C#, Game Design, Unity, Unreal Engine, Game Physics, Game AI, 3D Graphics"
KDU,Computer Science,4,Individual Research Project (Final Evaluation at Semester 8),"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Computer Science,4,Advanced Operating Systems,"Kernel Development, Virtual Memory, File Systems, I/O Systems, OS Internals"
KDU,Computer Science,4,Robotics and Automation,"ROS, Robot Kinematics, Path Planning, Computer Vision for Robotics, Sensor Fusion, Control Systems"
KDU,Computer Science,4,Entrepreneurship and Business Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
KDU,Computer Science,4,Individual Research Project (Conducted through Semester 7 and 8),"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
KDU,Computer Science,4,Industrial Training,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
UCSC,Computer Science,1,Programming Using C,"Programming, Problem Solving, Code Design, Algorithm Implementation"
UCSC,Computer Science,1,Database I,"SQL, Database Design, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
UCSC,Computer Science,1,Discrete Mathematics I,"Set Theory, Logic, Combinatorics, Graph Theory Basics, Discrete Structures"
UCSC,Computer Science,1,Computer Systems,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UCSC,Computer Science,1,Software Engineering I,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
UCSC,Computer Science,1,Enhancement I (Communication Skills),"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
UCSC,Computer Science,1,Data Structures & Algorithms II,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
UCSC,Computer Science,1,Object Oriented Programming,"Design Patterns, OOP Design, Inheritance, Polymorphism, Encapsulation"
UCSC,Computer Science,1,Software Engineering II,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
