title,technical_skills,tools,all_skills
Machine Learning Engineer,"['ml pipelines', 'feature stores', 'model deployment', 'deep learning', 'model monitoring']","['tensorflow', 'mlflow', 'kubeflow']","['ml pipelines', 'feature stores', 'model deployment', 'deep learning', 'model monitoring', 'tensorflow', 'mlflow', 'kubeflow']"
Software Engineer,"['mongodb', 'sql']",['jira'],"['mongodb', 'sql', 'jira']"
Machine Learning Engineer,"['machine learning', 'gcp']","['tensorflow', 'pytorch', 'mlflow', 'docker']","['machine learning', 'gcp', 'tensorflow', 'pytorch', 'mlflow', 'docker']"
Machine Learning Engineer,"['machine learning', 'python', 'tensorflow']","['mlflow', 'kubeflow', 'docker']","['machine learning', 'python', 'tensorflow', 'mlflow', 'kubeflow', 'docker']"
Software Engineer,"['javascript', 'java']",['git'],"['javascript', 'java', 'git']"
Data Analyst,"['power bi', 'sql']",['power bi'],"['power bi', 'sql', 'power bi']"
Software Engineer,"['nosql', 'java', 'sql', 'javascript', 'python']",['git'],"['nosql', 'java', 'sql', 'javascript', 'python', 'git']"
Software Engineer,"['javascript', 'java']",['git'],"['javascript', 'java', 'git']"
Software Engineer,"['power bi', 'python', 'sql']",['power bi'],"['power bi', 'python', 'sql', 'power bi']"
Machine Learning Engineer,"['machine learning', 'python']","['pytorch', 'docker', 'tensorflow', 'mlflow', 'kubeflow']","['machine learning', 'python', 'pytorch', 'docker', 'tensorflow', 'mlflow', 'kubeflow']"
Machine Learning Engineer,"['machine learning', 'deep learning', 'tensorflow']","['pytorch', 'kubeflow', 'docker']","['machine learning', 'deep learning', 'tensorflow', 'pytorch', 'kubeflow', 'docker']"
Machine Learning Engineer,"['machine learning', 'spark', 'hadoop', 'docker', 'tensorflow']","['pytorch', 'docker', 'tensorflow', 'mlflow', 'kubeflow']","['machine learning', 'spark', 'hadoop', 'docker', 'tensorflow', 'pytorch', 'docker', 'tensorflow', 'mlflow', 'kubeflow']"
Machine Learning Engineer,"['machine learning', 'python', 'aws', 'docker']","['pytorch', 'docker', 'tensorflow', 'mlflow', 'kubeflow']","['machine learning', 'python', 'aws', 'docker', 'pytorch', 'docker', 'tensorflow', 'mlflow', 'kubeflow']"
Machine Learning Engineer,"['machine learning', 'sql']","['pytorch', 'tensorflow', 'kubeflow', 'docker']","['machine learning', 'sql', 'pytorch', 'tensorflow', 'kubeflow', 'docker']"
Machine Learning Engineer,"['python', 'tensorflow', 'sql']","['pytorch', 'mlflow', 'kubeflow']","['python', 'tensorflow', 'sql', 'pytorch', 'mlflow', 'kubeflow']"
Software Engineer,"['javascript', 'java']",['git'],"['javascript', 'java', 'git']"
Data Analyst,['excel'],['excel'],"['excel', 'excel']"
Data Analyst,"['power bi', 'python', 'tableau']","['power bi', 'tableau']","['power bi', 'python', 'tableau', 'power bi', 'tableau']"
Machine Learning Engineer,"['machine learning', 'pytorch', 'tensorflow']","['tensorflow', 'pytorch', 'mlflow', 'kubeflow']","['machine learning', 'pytorch', 'tensorflow', 'tensorflow', 'pytorch', 'mlflow', 'kubeflow']"
Software Engineer,"['machine learning', 'python', 'spark', 'sql']",['git'],"['machine learning', 'python', 'spark', 'sql', 'git']"
Software Engineer,"['spark', 'hadoop', 'java', 'gcp', 'python']",['jira'],"['spark', 'hadoop', 'java', 'gcp', 'python', 'jira']"
Software Engineer,['tableau'],['tableau'],"['tableau', 'tableau']"
Software Engineer,[],['git'],['git']
Software Engineer,['sql'],['git'],"['sql', 'git']"
Machine Learning Engineer,"['machine learning', 'deep learning']","['docker', 'pytorch', 'tensorflow', 'opencv']","['machine learning', 'deep learning', 'docker', 'pytorch', 'tensorflow', 'opencv']"
Machine Learning Engineer,"['machine learning', 'python', 'java']","['mlflow', 'tensorflow', 'kubeflow', 'docker']","['machine learning', 'python', 'java', 'mlflow', 'tensorflow', 'kubeflow', 'docker']"
Software Engineer,"['machine learning', 'hadoop', 'power bi', 'spark']",['power bi'],"['machine learning', 'hadoop', 'power bi', 'spark', 'power bi']"
Machine Learning Engineer,"['machine learning', 'deep learning', 'python', 'tensorflow']","['pytorch', 'tensorflow', 'kubeflow']","['machine learning', 'deep learning', 'python', 'tensorflow', 'pytorch', 'tensorflow', 'kubeflow']"
Machine Learning Engineer,"['machine learning', 'java', 'sql', 'python', 'aws']","['pytorch', 'tensorflow', 'kubeflow', 'docker']","['machine learning', 'java', 'sql', 'python', 'aws', 'pytorch', 'tensorflow', 'kubeflow', 'docker']"
Machine Learning Engineer,"['machine learning', 'hadoop']","['pytorch', 'mlflow', 'tensorflow']","['machine learning', 'hadoop', 'pytorch', 'mlflow', 'tensorflow']"
Machine Learning Engineer,"['machine learning', 'pytorch', 'tensorflow']","['pytorch', 'mlflow', 'kubeflow', 'docker']","['machine learning', 'pytorch', 'tensorflow', 'pytorch', 'mlflow', 'kubeflow', 'docker']"
Machine Learning Engineer,"['machine learning', 'python']","['pytorch', 'tensorflow', 'kubeflow', 'docker']","['machine learning', 'python', 'pytorch', 'tensorflow', 'kubeflow', 'docker']"
Machine Learning Engineer,"['python', 'aws', 'cloud', 'azure']","['pytorch', 'tensorflow', 'kubeflow']","['python', 'aws', 'cloud', 'azure', 'pytorch', 'tensorflow', 'kubeflow']"
Software Engineer,"['sas', 'sql']","['git', 'jira']","['sas', 'sql', 'git', 'jira']"
Machine Learning Engineer,"['machine learning', 'python']","['pytorch', 'mlflow', 'kubeflow']","['machine learning', 'python', 'pytorch', 'mlflow', 'kubeflow']"
Machine Learning Engineer,"['machine learning', 'pytorch', 'python', 'spark']","['pytorch', 'mlflow', 'kubeflow', 'docker']","['machine learning', 'pytorch', 'python', 'spark', 'pytorch', 'mlflow', 'kubeflow', 'docker']"
Software Engineer,"['angular', 'html', 'css', 'javascript', 'react']","['angular', 'vue', 'webpack']","['angular', 'html', 'css', 'javascript', 'react', 'angular', 'vue', 'webpack']"
Software Engineer,"['node', 'mysql']","['azure', 'aws']","['node', 'mysql', 'azure', 'aws']"
Data Scientist,"['spark', 'machine learning', 'pytorch', 'data science', 'hadoop', 'deep learning', 'tensorflow', 'python']","['scikit-learn', 'pandas', 'python', 'tensorflow']","['spark', 'machine learning', 'pytorch', 'data science', 'hadoop', 'deep learning', 'tensorflow', 'python', 'scikit-learn', 'pandas', 'python', 'tensorflow']"
Software Engineer,"['angular', 'html', 'css', 'javascript', 'react']","['figma', 'angular', 'npm', 'tailwind css', 'git']","['angular', 'html', 'css', 'javascript', 'react', 'figma', 'angular', 'npm', 'tailwind css', 'git']"
Software Engineer,"['angular', 'html', 'css', 'javascript', 'react']","['angular', 'figma', 'webpack']","['angular', 'html', 'css', 'javascript', 'react', 'angular', 'figma', 'webpack']"
Software Engineer,"['node', 'mysql', 'sql']","['postgresql', 'mysql', 'django']","['node', 'mysql', 'sql', 'postgresql', 'mysql', 'django']"
Software Engineer,"['flask', 'mysql', 'node', 'python', 'django']","['kubernetes', 'docker']","['flask', 'mysql', 'node', 'python', 'django', 'kubernetes', 'docker']"
Data Scientist,"['spark', 'machine learning', 'pytorch', 'hadoop', 'tensorflow', 'python']","['jupyter', 'matplotlib', 'tensorflow', 'numpy', 'python']","['spark', 'machine learning', 'pytorch', 'hadoop', 'tensorflow', 'python', 'jupyter', 'matplotlib', 'tensorflow', 'numpy', 'python']"
Data Scientist,"['spark', 'machine learning', 'pytorch', 'data science', 'tensorflow', 'python']","['kubernetes', 'docker']","['spark', 'machine learning', 'pytorch', 'data science', 'tensorflow', 'python', 'kubernetes', 'docker']"
Software Engineer,"['html', 'css', 'javascript', 'react']","['webpack', 'npm', 'vue', 'tailwind css', 'git']","['html', 'css', 'javascript', 'react', 'webpack', 'npm', 'vue', 'tailwind css', 'git']"
Software Engineer,"['node', 'flask', 'mysql']","['azure', 'aws']","['node', 'flask', 'mysql', 'azure', 'aws']"
Data Scientist,"['machine learning', 'pytorch', 'data science', 'tensorflow', 'python']","['kubernetes', 'docker']","['machine learning', 'pytorch', 'data science', 'tensorflow', 'python', 'kubernetes', 'docker']"
Data Scientist,"['machine learning', 'pandas', 'tensorflow', 'numpy', 'python']","['azure', 'aws']","['machine learning', 'pandas', 'tensorflow', 'numpy', 'python', 'azure', 'aws']"
Software Engineer,"['angular', 'html', 'css', 'javascript', 'react']","['tailwind css', 'webpack', 'npm']","['angular', 'html', 'css', 'javascript', 'react', 'tailwind css', 'webpack', 'npm']"
Software Engineer,"['node', 'flask', 'mysql']","['azure', 'aws']","['node', 'flask', 'mysql', 'azure', 'aws']"
Data Scientist,"['machine learning', 'pytorch', 'data science', 'tensorflow', 'python']","['kubernetes', 'docker']","['machine learning', 'pytorch', 'data science', 'tensorflow', 'python', 'kubernetes', 'docker']"
Data Scientist,"['machine learning', 'pandas', 'tensorflow', 'numpy', 'python']","['azure', 'aws']","['machine learning', 'pandas', 'tensorflow', 'numpy', 'python', 'azure', 'aws']"
Software Engineer,"['html', 'css', 'javascript', 'react']","['github', 'git']","['html', 'css', 'javascript', 'react', 'github', 'git']"
Software Engineer,"['node', 'flask', 'mysql']","['kubernetes', 'docker']","['node', 'flask', 'mysql', 'kubernetes', 'docker']"
Data Scientist,"['machine learning', 'pytorch', 'data science', 'tensorflow', 'python']","['kubernetes', 'git', 'github', 'docker']","['machine learning', 'pytorch', 'data science', 'tensorflow', 'python', 'kubernetes', 'git', 'github', 'docker']"
Data Scientist,"['machine learning', 'pandas', 'tensorflow', 'numpy', 'python']","['github', 'git', 'azure', 'aws']","['machine learning', 'pandas', 'tensorflow', 'numpy', 'python', 'github', 'git', 'azure', 'aws']"
Software Engineer,"['machine learning', 'css', 'flask', 'mysql', 'java', 'node', 'javascript', 'python', 'react']","['github', 'git', 'aws']","['machine learning', 'css', 'flask', 'mysql', 'java', 'node', 'javascript', 'python', 'react', 'github', 'git', 'aws']"
Software Engineer,"['machine learning', 'angular', 'css', 'mysql', 'java', 'node', 'javascript', 'python', 'react', 'django']","['github', 'git', 'aws']","['machine learning', 'angular', 'css', 'mysql', 'java', 'node', 'javascript', 'python', 'react', 'django', 'github', 'git', 'aws']"
Machine Learning Engineer,"['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'computer vision', 'python', 'matlab']","['jupyter', 'scikit-learn', 'python', 'tensorflow']","['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'computer vision', 'python', 'matlab', 'jupyter', 'scikit-learn', 'python', 'tensorflow']"
Machine Learning Engineer,"['spark', 'machine learning', 'tensorflow', 'scala', 'data analysis', 'python']","['aws sagemaker', 'airflow', 'tensorflow', 'docker']","['spark', 'machine learning', 'tensorflow', 'scala', 'data analysis', 'python', 'aws sagemaker', 'airflow', 'tensorflow', 'docker']"
Machine Learning Engineer,"['machine learning', 'pytorch', 'java', 'tensorflow', 'computer vision', 'python']","['jupyter', 'airflow', 'pytorch', 'scikit-learn', 'python']","['machine learning', 'pytorch', 'java', 'tensorflow', 'computer vision', 'python', 'jupyter', 'airflow', 'pytorch', 'scikit-learn', 'python']"
Machine Learning Engineer,"['machine learning', 'tensorflow', 'computer vision', 'python', 'matlab']","['scikit-learn', 'tensorflow', 'mlflow']","['machine learning', 'tensorflow', 'computer vision', 'python', 'matlab', 'scikit-learn', 'tensorflow', 'mlflow']"
Machine Learning Engineer,"['spark', 'machine learning', 'java', 'tensorflow', 'python']","['aws sagemaker', 'tensorflow', 'kubeflow', 'docker']","['spark', 'machine learning', 'java', 'tensorflow', 'python', 'aws sagemaker', 'tensorflow', 'kubeflow', 'docker']"
Machine Learning Engineer,"['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'computer vision', 'python', 'matlab']","['jupyter', 'mlflow', 'kubeflow']","['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'computer vision', 'python', 'matlab', 'jupyter', 'mlflow', 'kubeflow']"
Machine Learning Engineer,"['machine learning', 'tensorflow', 'scala', 'data analysis', 'python']","['aws sagemaker', 'tensorflow', 'mlflow', 'kubeflow']","['machine learning', 'tensorflow', 'scala', 'data analysis', 'python', 'aws sagemaker', 'tensorflow', 'mlflow', 'kubeflow']"
Machine Learning Engineer,"['machine learning', 'pytorch', 'java', 'tensorflow', 'computer vision', 'python']","['jupyter', 'scikit-learn', 'tensorflow']","['machine learning', 'pytorch', 'java', 'tensorflow', 'computer vision', 'python', 'jupyter', 'scikit-learn', 'tensorflow']"
Machine Learning Engineer,"['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'computer vision', 'python', 'matlab']","['aws sagemaker', 'pytorch', 'kubeflow', 'docker']","['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'computer vision', 'python', 'matlab', 'aws sagemaker', 'pytorch', 'kubeflow', 'docker']"
Machine Learning Engineer,"['spark', 'machine learning', 'tensorflow', 'scala', 'data analysis', 'python']","['aws sagemaker', 'mlflow', 'kubeflow', 'docker']","['spark', 'machine learning', 'tensorflow', 'scala', 'data analysis', 'python', 'aws sagemaker', 'mlflow', 'kubeflow', 'docker']"
Machine Learning Engineer,"['machine learning', 'pytorch', 'java', 'tensorflow', 'computer vision', 'python']","['aws sagemaker', 'scikit-learn', 'mlflow', 'docker']","['machine learning', 'pytorch', 'java', 'tensorflow', 'computer vision', 'python', 'aws sagemaker', 'scikit-learn', 'mlflow', 'docker']"
Machine Learning Engineer,"['machine learning', 'tensorflow', 'computer vision', 'python', 'matlab']","['jupyter', 'airflow', 'pytorch', 'scikit-learn', 'kubeflow']","['machine learning', 'tensorflow', 'computer vision', 'python', 'matlab', 'jupyter', 'airflow', 'pytorch', 'scikit-learn', 'kubeflow']"
Machine Learning Engineer,"['spark', 'machine learning', 'data science', 'java', 'tensorflow', 'python']","['aws sagemaker', 'airflow', 'tensorflow']","['spark', 'machine learning', 'data science', 'java', 'tensorflow', 'python', 'aws sagemaker', 'airflow', 'tensorflow']"
Machine Learning Engineer,"['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'computer vision', 'python', 'matlab']","['jupyter', 'tensorflow', 'kubeflow']","['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'computer vision', 'python', 'matlab', 'jupyter', 'tensorflow', 'kubeflow']"
Machine Learning Engineer,"['machine learning', 'tensorflow', 'scala', 'data analysis', 'python']","['aws sagemaker', 'airflow', 'pytorch', 'tensorflow', 'kubeflow']","['machine learning', 'tensorflow', 'scala', 'data analysis', 'python', 'aws sagemaker', 'airflow', 'pytorch', 'tensorflow', 'kubeflow']"
Cloud Engineer,"['distributed systems', 'devops', 'security', 'infrastructure as code']","['kubernetes', 'azure', 'aws', 'docker']","['distributed systems', 'devops', 'security', 'infrastructure as code', 'kubernetes', 'azure', 'aws', 'docker']"
Cloud Engineer,"['networking', 'security', 'cloud computing', 'distributed systems', 'containerization', 'linux administration']","['azure', 'aws']","['networking', 'security', 'cloud computing', 'distributed systems', 'containerization', 'linux administration', 'azure', 'aws']"
Cloud Engineer,"['infrastructure as code', 'security', 'cloud computing', 'distributed systems', 'containerization']","['kubernetes', 'gitlab', 'azure', 'aws']","['infrastructure as code', 'security', 'cloud computing', 'distributed systems', 'containerization', 'kubernetes', 'gitlab', 'azure', 'aws']"
Cloud Engineer,"['cloud computing', 'networking', 'linux administration', 'infrastructure as code']","['kubernetes', 'azure', 'aws', 'docker']","['cloud computing', 'networking', 'linux administration', 'infrastructure as code', 'kubernetes', 'azure', 'aws', 'docker']"
Cloud Engineer,"['infrastructure as code', 'networking', 'security', 'cloud computing', 'devops']","['kubernetes', 'azure', 'aws', 'docker']","['infrastructure as code', 'networking', 'security', 'cloud computing', 'devops', 'kubernetes', 'azure', 'aws', 'docker']"
Cloud Engineer,"['infrastructure as code', 'virtualization', 'security', 'cloud computing', 'devops', 'linux administration']","['kubernetes', 'gitlab', 'azure', 'aws']","['infrastructure as code', 'virtualization', 'security', 'cloud computing', 'devops', 'linux administration', 'kubernetes', 'gitlab', 'azure', 'aws']"
Cloud Engineer,"['infrastructure as code', 'virtualization', 'security', 'scalability', 'distributed systems', 'containerization']","['azure', 'aws']","['infrastructure as code', 'virtualization', 'security', 'scalability', 'distributed systems', 'containerization', 'azure', 'aws']"
Cloud Engineer,"['infrastructure as code', 'virtualization', 'cloud computing', 'scalability', 'containerization', 'linux administration']","['kubernetes', 'gitlab', 'azure', 'aws']","['infrastructure as code', 'virtualization', 'cloud computing', 'scalability', 'containerization', 'linux administration', 'kubernetes', 'gitlab', 'azure', 'aws']"
Cloud Engineer,"['containerization', 'security', 'linux administration', 'infrastructure as code']","['kubernetes', 'azure', 'aws', 'docker']","['containerization', 'security', 'linux administration', 'infrastructure as code', 'kubernetes', 'azure', 'aws', 'docker']"
Cloud Engineer,"['virtualization', 'networking', 'cloud computing', 'scalability', 'devops', 'distributed systems']","['kubernetes', 'azure', 'aws', 'docker']","['virtualization', 'networking', 'cloud computing', 'scalability', 'devops', 'distributed systems', 'kubernetes', 'azure', 'aws', 'docker']"
Cloud Engineer,"['scalability', 'containerization', 'networking', 'linux administration']","['kubernetes', 'gitlab', 'azure', 'aws']","['scalability', 'containerization', 'networking', 'linux administration', 'kubernetes', 'gitlab', 'azure', 'aws']"
Cloud Engineer,"['infrastructure as code', 'virtualization', 'networking', 'cloud computing', 'scalability', 'distributed systems']","['azure', 'aws']","['infrastructure as code', 'virtualization', 'networking', 'cloud computing', 'scalability', 'distributed systems', 'azure', 'aws']"
Cloud Engineer,"['virtualization', 'networking', 'scalability', 'devops', 'linux administration']","['kubernetes', 'gitlab', 'azure', 'aws']","['virtualization', 'networking', 'scalability', 'devops', 'linux administration', 'kubernetes', 'gitlab', 'azure', 'aws']"
Cloud Engineer,"['distributed systems', 'devops', 'networking', 'linux administration']","['kubernetes', 'azure', 'aws', 'docker']","['distributed systems', 'devops', 'networking', 'linux administration', 'kubernetes', 'azure', 'aws', 'docker']"
Cloud Engineer,"['networking', 'security', 'cloud computing', 'devops', 'containerization']","['kubernetes', 'azure', 'aws', 'docker']","['networking', 'security', 'cloud computing', 'devops', 'containerization', 'kubernetes', 'azure', 'aws', 'docker']"
Cloud Engineer,"['infrastructure as code', 'virtualization', 'scalability', 'devops', 'containerization']","['kubernetes', 'gitlab', 'azure', 'aws']","['infrastructure as code', 'virtualization', 'scalability', 'devops', 'containerization', 'kubernetes', 'gitlab', 'azure', 'aws']"
Software Engineer,"['javascript', 'react']","['tailwind css', 'npm', 'webpack', 'react']","['javascript', 'react', 'tailwind css', 'npm', 'webpack', 'react']"
Software Engineer,"['typescript', 'react', 'javascript', 'angular']","['angular', 'git', 'figma', 'react']","['typescript', 'react', 'javascript', 'angular', 'angular', 'git', 'figma', 'react']"
Software Engineer,"['angular', 'javascript', 'react']","['webpack', 'npm', 'tailwind css', 'git', 'react']","['angular', 'javascript', 'react', 'webpack', 'npm', 'tailwind css', 'git', 'react']"
Software Engineer,"['html', 'css', 'javascript', 'react']","['figma', 'webpack', 'npm', 'tailwind css', 'react']","['html', 'css', 'javascript', 'react', 'figma', 'webpack', 'npm', 'tailwind css', 'react']"
Software Engineer,"['angular', 'javascript', 'react']","['figma', 'webpack', 'npm', 'vue', 'tailwind css']","['angular', 'javascript', 'react', 'figma', 'webpack', 'npm', 'vue', 'tailwind css']"
Software Engineer,"['html', 'javascript', 'react']","['tailwind css', 'vue', 'webpack', 'react']","['html', 'javascript', 'react', 'tailwind css', 'vue', 'webpack', 'react']"
Software Engineer,"['angular', 'css', 'javascript', 'react']","['figma', 'angular', 'webpack', 'vue', 'react']","['angular', 'css', 'javascript', 'react', 'figma', 'angular', 'webpack', 'vue', 'react']"
Software Engineer,"['css', 'javascript', 'react']","['figma', 'angular', 'webpack', 'git', 'react']","['css', 'javascript', 'react', 'figma', 'angular', 'webpack', 'git', 'react']"
Software Engineer,"['angular', 'javascript', 'react']","['tailwind css', 'vue', 'git', 'npm']","['angular', 'javascript', 'react', 'tailwind css', 'vue', 'git', 'npm']"
Software Engineer,"['angular', 'javascript', 'react']","['angular', 'figma', 'webpack', 'react']","['angular', 'javascript', 'react', 'angular', 'figma', 'webpack', 'react']"
Software Engineer,"['html', 'javascript', 'react']","['figma', 'angular', 'tailwind css', 'git', 'react']","['html', 'javascript', 'react', 'figma', 'angular', 'tailwind css', 'git', 'react']"
Software Engineer,"['angular', 'css', 'javascript', 'react']","['angular', 'tailwind css', 'npm']","['angular', 'css', 'javascript', 'react', 'angular', 'tailwind css', 'npm']"
Software Engineer,"['css', 'javascript', 'react']","['angular', 'vue', 'react']","['css', 'javascript', 'react', 'angular', 'vue', 'react']"
Software Engineer,"['angular', 'javascript', 'react']","['figma', 'webpack', 'npm', 'vue', 'git']","['angular', 'javascript', 'react', 'figma', 'webpack', 'npm', 'vue', 'git']"
Software Engineer,"['angular', 'javascript', 'react']","['tailwind css', 'git', 'angular']","['angular', 'javascript', 'react', 'tailwind css', 'git', 'angular']"
Software Engineer,"['html', 'javascript', 'react']","['npm', 'git', 'figma', 'react']","['html', 'javascript', 'react', 'npm', 'git', 'figma', 'react']"
Software Engineer,"['angular', 'css', 'javascript', 'react']","['figma', 'webpack', 'react']","['angular', 'css', 'javascript', 'react', 'figma', 'webpack', 'react']"
Software Engineer,"['css', 'javascript', 'react']","['tailwind css', 'npm', 'figma', 'react']","['css', 'javascript', 'react', 'tailwind css', 'npm', 'figma', 'react']"
Software Engineer,"['angular', 'javascript', 'react']","['figma', 'angular', 'npm', 'vue', 'git']","['angular', 'javascript', 'react', 'figma', 'angular', 'npm', 'vue', 'git']"
Software Engineer,"['angular', 'javascript', 'react']","['tailwind css', 'vue', 'figma']","['angular', 'javascript', 'react', 'tailwind css', 'vue', 'figma']"
Software Engineer,"['flask', 'mysql', 'java', 'node', 'python', 'django']","['mysql', 'spring boot', 'django']","['flask', 'mysql', 'java', 'node', 'python', 'django', 'mysql', 'spring boot', 'django']"
Software Engineer,"['java', 'flask', 'python', 'django']","['postgresql', 'mysql', 'node.js', 'django']","['java', 'flask', 'python', 'django', 'postgresql', 'mysql', 'node.js', 'django']"
Software Engineer,"['java', 'flask', 'python', 'django']","['mysql', 'spring boot', 'docker']","['java', 'flask', 'python', 'django', 'mysql', 'spring boot', 'docker']"
Software Engineer,"['flask', 'mysql', 'java', 'node', 'python', 'django']","['postgresql', 'mysql', 'node.js', 'django']","['flask', 'mysql', 'java', 'node', 'python', 'django', 'postgresql', 'mysql', 'node.js', 'django']"
Software Engineer,"['flask', 'mysql', 'java', 'node', 'python', 'django']","['redis', 'node.js', 'docker']","['flask', 'mysql', 'java', 'node', 'python', 'django', 'redis', 'node.js', 'docker']"
Software Engineer,"['flask', 'mysql', 'java', 'node', 'python', 'django']","['postgresql', 'mysql', 'spring boot', 'node.js']","['flask', 'mysql', 'java', 'node', 'python', 'django', 'postgresql', 'mysql', 'spring boot', 'node.js']"
Software Engineer,"['java', 'flask', 'python', 'django']","['postgresql', 'mysql', 'docker', 'django']","['java', 'flask', 'python', 'django', 'postgresql', 'mysql', 'docker', 'django']"
Software Engineer,"['java', 'flask', 'python', 'django']","['spring boot', 'node.js', 'django']","['java', 'flask', 'python', 'django', 'spring boot', 'node.js', 'django']"
Software Engineer,"['flask', 'mysql', 'java', 'node', 'python', 'django']","['postgresql', 'docker', 'spring boot', 'redis', 'django']","['flask', 'mysql', 'java', 'node', 'python', 'django', 'postgresql', 'docker', 'spring boot', 'redis', 'django']"
Software Engineer,"['flask', 'mysql', 'java', 'node', 'python', 'django']","['docker', 'spring boot', 'node.js', 'django']","['flask', 'mysql', 'java', 'node', 'python', 'django', 'docker', 'spring boot', 'node.js', 'django']"
Software Engineer,"['flask', 'mysql', 'java', 'node', 'python', 'django']","['postgresql', 'mysql', 'docker', 'spring boot', 'django']","['flask', 'mysql', 'java', 'node', 'python', 'django', 'postgresql', 'mysql', 'docker', 'spring boot', 'django']"
Software Engineer,"['java', 'flask', 'python', 'django']","['node.js', 'mysql', 'docker', 'redis', 'django']","['java', 'flask', 'python', 'django', 'node.js', 'mysql', 'docker', 'redis', 'django']"
Software Engineer,"['java', 'flask', 'python', 'django']","['node.js', 'spring boot', 'redis', 'docker']","['java', 'flask', 'python', 'django', 'node.js', 'spring boot', 'redis', 'docker']"
Software Engineer,"['flask', 'mysql', 'java', 'node', 'python', 'django']","['postgresql', 'spring boot', 'node.js', 'docker']","['flask', 'mysql', 'java', 'node', 'python', 'django', 'postgresql', 'spring boot', 'node.js', 'docker']"
Software Engineer,"['flask', 'mysql', 'java', 'node', 'python', 'django']","['postgresql', 'spring boot', 'redis', 'django']","['flask', 'mysql', 'java', 'node', 'python', 'django', 'postgresql', 'spring boot', 'redis', 'django']"
Software Engineer,"['angular', 'mysql', 'node', 'javascript', 'react', 'django']","['mongodb', 'webpack', 'git', 'express', 'react']","['angular', 'mysql', 'node', 'javascript', 'react', 'django', 'mongodb', 'webpack', 'git', 'express', 'react']"
Software Engineer,"['node', 'javascript', 'react']","['mongodb', 'node.js', 'docker', 'next.js', 'react']","['node', 'javascript', 'react', 'mongodb', 'node.js', 'docker', 'next.js', 'react']"
Software Engineer,"['node', 'flask', 'mysql', 'javascript']","['mongodb', 'docker', 'react']","['node', 'flask', 'mysql', 'javascript', 'mongodb', 'docker', 'react']"
Software Engineer,"['mysql', 'node', 'javascript', 'django', 'react']","['next.js', 'express', 'docker']","['mysql', 'node', 'javascript', 'django', 'react', 'next.js', 'express', 'docker']"
Software Engineer,"['node', 'javascript', 'angular']","['git', 'next.js', 'nginx', 'docker']","['node', 'javascript', 'angular', 'git', 'next.js', 'nginx', 'docker']"
Software Engineer,"['angular', 'mysql', 'node', 'javascript', 'react', 'django']","['mongodb', 'webpack', 'react']","['angular', 'mysql', 'node', 'javascript', 'react', 'django', 'mongodb', 'webpack', 'react']"
Software Engineer,"['node', 'javascript', 'react']","['mongodb', 'react', 'docker']","['node', 'javascript', 'react', 'mongodb', 'react', 'docker']"
Software Engineer,"['node', 'flask', 'mysql', 'javascript']","['postgresql', 'mongodb', 'docker', 'git', 'express']","['node', 'flask', 'mysql', 'javascript', 'postgresql', 'mongodb', 'docker', 'git', 'express']"
Software Engineer,"['mysql', 'node', 'javascript', 'django', 'react']","['mongodb', 'nginx', 'next.js', 'express', 'react']","['mysql', 'node', 'javascript', 'django', 'react', 'mongodb', 'nginx', 'next.js', 'express', 'react']"
Software Engineer,"['node', 'javascript', 'angular']","['mongodb', 'webpack', 'docker', 'express', 'react']","['node', 'javascript', 'angular', 'mongodb', 'webpack', 'docker', 'express', 'react']"
Data Scientist,"['machine learning', 'data science', 'pandas', 'numpy', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'data science', 'pandas', 'numpy', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'data science', 'pandas', 'sql', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'data science', 'pandas', 'sql', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['spark', 'machine learning', 'data science', 'deep learning', 'scala', 'python']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['spark', 'machine learning', 'data science', 'deep learning', 'scala', 'python', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['python', 'matlab', 'data science']","['jupyter', 'pandas', 'tensorflow', 'matplotlib', 'numpy']","['python', 'matlab', 'data science', 'jupyter', 'pandas', 'tensorflow', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'data science', 'pandas', 'numpy', 'python']","['jupyter', 'scikit-learn', 'python']","['machine learning', 'data science', 'pandas', 'numpy', 'python', 'jupyter', 'scikit-learn', 'python']"
